state,district,crop,season,area,rainfall,temperature,production,yield
Kerala,Ernakulam,Rice,Zaid,41.3,3963.02,33.87,41.55,1.01
Kerala,Ernakulam,Rubber,Rabi,2.44,3698.48,31.33,3.25,1.33
West Bengal,Bankura,Potato,Rabi,29.68,1230.35,39.93,207.5,6.99
Uttar Pradesh,Moradabad,Wheat,Rabi,25.62,640.85,8.64,60.93,2.38
Tamil Nadu,Coimbatore,Rice,Rabi,16.86,1375.54,20.4,31.74,1.88
Karnataka,Mysore,Rice,Rabi,45.61,1970.22,18.07,77.35,1.7
Bihar,Purnia,Potato,Zaid,24.81,1143.77,18.84,322.61,13.0
Madhya Pradesh,Indore,Soybean,Zaid,39.1,1549.27,29.23,20.84,0.53
Rajasthan,Kota,Bajra,Kharif,34.18,690.56,11.37,13.37,0.39
Telangana,Mahabubnagar,Turmeric,Kharif,28.67,951.62,25.99,160.53,5.6
Bihar,Munger,Lentil,Kharif,29.15,1229.87,23.67,10.17,0.35
Kerala,Palakkad,Coffee,Rabi,24.13,3156.78,25.2,10.69,0.44
Gujarat,Valsad,Bajra,Zaid,16.31,807.73,36.48,11.06,0.68
Telangana,Adilabad,Cotton,Kharif,5.43,776.4,23.86,9.23,1.7
Gujarat,Junagadh,Groundnut,Rabi,20.32,1259.45,21.37,16.1,0.79
Uttar Pradesh,Kanpur,Sugarcane,Rabi,4.7,696.6,32.42,222.09,47.23
Uttar Pradesh,Varanasi,Mustard,Rabi,25.15,1104.25,19.42,11.15,0.44
Kerala,Idukki,Banana,Rabi,14.21,1877.89,28.25,281.18,19.79
Telangana,Mahabubnagar,Maize,Kharif,45.58,733.36,23.61,96.53,2.12
Karnataka,Bidar,Ragi,Zaid,39.61,3067.68,22.49,21.36,0.54
West Bengal,Bankura,Rice,Rabi,9.9,1769.36,26.21,23.0,2.32
Assam,Sivasagar,Rice,Kharif,43.76,2759.15,24.51,66.79,1.53
Rajasthan,Udaipur,Gram,Rabi,9.84,368.57,21.3,5.84,0.59
Maharashtra,Thane,Sugarcane,Zaid,49.39,1073.52,18.16,2089.17,42.3
Andhra Pradesh,Prakasam,Chilli,Kharif,1.65,903.16,33.12,2.5,1.52
Maharashtra,Nashik,Cotton,Rabi,8.41,1209.26,17.41,7.3,0.87
Madhya Pradesh,Indore,Gram,Zaid,22.36,1044.41,27.35,11.23,0.5
Maharashtra,Satara,Soybean,Zaid,32.87,1784.19,33.14,13.87,0.42
Karnataka,Bidar,Sugarcane,Rabi,11.82,2417.22,31.4,542.58,45.9
Maharashtra,Ahmednagar,Jowar,Zaid,48.9,1577.39,27.99,14.71,0.3
West Bengal,Bankura,Tea,Zaid,2.64,2126.14,28.02,4.56,1.73
Karnataka,Dakshina Kannada,Rice,Rabi,17.1,3358.82,28.56,28.05,1.64
Gujarat,Mehsana,Cotton,Rabi,16.87,1210.74,31.87,28.43,1.68
Tamil Nadu,Tiruchirappalli,Coconut,Zaid,27.37,1433.02,23.36,157.05,5.74
Tamil Nadu,Tiruchirappalli,Sugarcane,Zaid,10.17,1226.24,37.1,440.75,43.36
Gujarat,Mehsana,Rice,Rabi,31.98,1271.02,34.41,53.89,1.68
Andhra Pradesh,Nellore,Tobacco,Zaid,19.0,894.04,26.39,27.98,1.47
Punjab,Amritsar,Sugarcane,Kharif,49.33,619.73,25.91,2691.35,54.56
Tamil Nadu,Tirunelveli,Coconut,Rabi,47.26,1029.74,30.24,440.55,9.32
Bihar,Vaishali,Maize,Kharif,2.77,1073.96,28.24,5.42,1.96
Odisha,Kalahandi,Sesame,Kharif,18.04,1510.23,22.78,2.44,0.14
Karnataka,Dakshina Kannada,Cotton,Zaid,29.54,1285.09,26.61,42.96,1.45
Assam,Goalpara,Jute,Kharif,43.75,2957.85,15.88,72.61,1.66
Karnataka,Gulbarga,Ragi,Rabi,42.66,3054.92,19.0,21.07,0.49
Punjab,Sangrur,Rice,Kharif,33.77,693.64,10.47,49.08,1.45
Tamil Nadu,Tiruchirappalli,Cotton,Zaid,33.22,935.61,23.73,53.07,1.6
Uttar Pradesh,Bareilly,Rice,Kharif,27.98,870.06,41.77,41.99,1.5
Gujarat,Mehsana,Groundnut,Rabi,11.03,1429.13,24.13,7.59,0.69
Telangana,Nalgonda,Rice,Zaid,16.05,1047.92,27.23,27.78,1.73
Assam,Nagaon,Tea,Zaid,6.47,2573.72,32.38,11.22,1.73
West Bengal,Bardhaman,Mustard,Kharif,10.09,1844.54,22.79,6.54,0.65
Assam,Jorhat,Jute,Rabi,18.06,2228.71,19.72,42.6,2.36
Odisha,Bhadrak,Groundnut,Zaid,20.55,1634.47,28.03,14.91,0.73
Punjab,Gurdaspur,Potato,Kharif,38.51,494.67,17.82,709.89,18.43
Bihar,Bhagalpur,Maize,Kharif,12.71,1431.1,39.69,12.95,1.02
Assam,Nagaon,Potato,Rabi,5.34,1625.23,21.51,54.08,10.13
Tamil Nadu,Cuddalore,Sugarcane,Kharif,24.74,1343.28,23.92,1331.19,53.8
Karnataka,Hassan,Jowar,Zaid,16.26,1204.15,18.79,6.75,0.42
Telangana,Sangareddy,Sugarcane,Kharif,11.62,716.6,25.57,561.34,48.32
West Bengal,Hooghly,Mustard,Rabi,19.42,1521.88,18.25,11.26,0.58
Uttar Pradesh,Bareilly,Wheat,Kharif,29.52,736.4,8.23,82.78,2.8
Maharashtra,Aurangabad,Sugarcane,Kharif,16.4,742.79,36.04,736.09,44.89
West Bengal,Malda,Rice,Zaid,4.73,1274.68,39.16,10.25,2.17
Tamil Nadu,Coimbatore,Banana,Rabi,29.0,1040.17,27.79,1000.09,34.49
Maharashtra,Aurangabad,Sugarcane,Kharif,23.57,1756.45,30.56,1530.82,64.94
Gujarat,Junagadh,Rice,Kharif,48.06,392.23,29.99,86.84,1.81
Haryana,Kurukshetra,Wheat,Rabi,9.92,470.31,24.19,19.22,1.94
West Bengal,Murshidabad,Wheat,Rabi,48.03,1232.87,16.99,75.53,1.57
West Bengal,Birbhum,Wheat,Kharif,26.38,1260.76,19.73,50.13,1.9
Uttar Pradesh,Lucknow,Gram,Kharif,21.19,812.62,11.83,9.59,0.45
Haryana,Ambala,Sugarcane,Rabi,46.78,407.72,8.56,1129.64,24.15
Uttar Pradesh,Agra,Sugarcane,Zaid,18.83,816.38,32.61,1114.4,59.19
Maharashtra,Solapur,Cotton,Rabi,49.91,1281.7,32.4,78.23,1.57
Punjab,Patiala,Maize,Rabi,39.49,872.69,43.87,87.96,2.23
Gujarat,Banaskantha,Tobacco,Rabi,47.21,786.24,23.19,72.32,1.53
Madhya Pradesh,Gwalior,Cotton,Rabi,8.66,806.44,42.26,11.44,1.32
Maharashtra,Sangli,Sugarcane,Rabi,8.66,2544.52,37.34,252.0,29.09
Odisha,Sambalpur,Jute,Zaid,45.33,1226.04,31.21,85.84,1.89
Bihar,Muzaffarpur,Rice,Zaid,20.64,1062.94,33.97,46.46,2.25
Karnataka,Bangalore Rural,Sugarcane,Zaid,41.93,1507.57,31.38,3310.64,78.96
Bihar,Vaishali,Rice,Rabi,12.85,1275.98,10.75,19.44,1.51
Uttar Pradesh,Kanpur,Potato,Rabi,13.39,830.9,8.48,265.2,19.81
Maharashtra,Thane,Rice,Rabi,46.38,2070.06,19.38,117.72,2.54
Bihar,Darbhanga,Rice,Rabi,46.44,1251.74,11.62,91.7,1.97
Kerala,Kasaragod,Rubber,Kharif,41.64,3431.39,22.23,41.45,1.0
Tamil Nadu,Tiruchirappalli,Sugarcane,Zaid,10.18,992.49,32.73,648.5,63.69
Maharashtra,Nashik,Jowar,Zaid,12.18,1795.01,22.5,3.91,0.32
Kerala,Palakkad,Coconut,Rabi,0.88,2589.9,31.1,8.23,9.32
Maharashtra,Nagpur,Jowar,Zaid,4.89,2532.8,35.45,1.58,0.32
Telangana,Warangal,Rice,Kharif,3.01,926.59,24.67,4.12,1.37
Gujarat,Ahmedabad,Tobacco,Zaid,38.86,868.59,32.09,45.94,1.18
Uttar Pradesh,Kanpur,Sugarcane,Zaid,47.11,981.25,33.33,3404.65,72.27
Telangana,Hyderabad,Sugarcane,Zaid,11.61,1172.34,24.11,532.6,45.89
Andhra Pradesh,East Godavari,Tobacco,Zaid,16.76,862.55,33.73,23.78,1.42
Uttar Pradesh,Agra,Mustard,Rabi,12.28,966.13,42.85,3.16,0.26
Telangana,Nizamabad,Sugarcane,Kharif,13.49,861.01,18.44,740.24,54.86
Punjab,Patiala,Maize,Kharif,37.4,431.14,43.94,39.58,1.06
Bihar,Muzaffarpur,Wheat,Kharif,36.91,1120.59,23.9,61.13,1.66
Tamil Nadu,Madurai,Sugarcane,Rabi,5.36,1275.19,34.2,325.46,60.77
West Bengal,Murshidabad,Potato,Kharif,25.46,2466.53,14.96,249.04,9.78
Kerala,Kannur,Tea,Zaid,5.27,2317.21,31.12,7.28,1.38
Andhra Pradesh,YSR Kadapa,Cotton,Kharif,24.33,900.87,29.7,36.94,1.52
Kerala,Kottayam,Rice,Zaid,1.54,2504.49,23.25,3.14,2.04
Madhya Pradesh,Satna,Rice,Kharif,14.79,1581.02,35.01,29.77,2.01
Madhya Pradesh,Vidisha,Wheat,Zaid,3.12,807.66,37.52,5.56,1.78
Punjab,Jalandhar,Sugarcane,Zaid,40.58,427.76,13.57,1159.18,28.56
Tamil Nadu,Madurai,Cotton,Kharif,1.42,827.55,33.0,2.23,1.57
Kerala,Ernakulam,Tea,Rabi,33.3,3786.35,26.7,38.19,1.15
Punjab,Ferozepur,Sugarcane,Zaid,44.61,594.94,29.37,2687.03,60.24
Maharashtra,Satara,Cotton,Rabi,41.75,2555.13,17.25,29.63,0.71
Punjab,Gurdaspur,Maize,Zaid,17.43,470.22,25.73,31.13,1.79
Uttar Pradesh,Meerut,Mustard,Zaid,47.04,872.91,18.73,35.83,0.76
Punjab,Faridkot,Sugarcane,Zaid,31.25,713.12,32.24,1519.17,48.62
Telangana,Karimnagar,Sugarcane,Zaid,47.91,1196.28,27.17,2279.8,47.58
Telangana,Siddipet,Cotton,Rabi,43.31,828.47,36.0,61.38,1.42
Maharashtra,Nashik,Soybean,Rabi,19.22,1826.37,31.56,11.59,0.6
Assam,Darrang,Jute,Kharif,31.52,1946.31,21.56,47.94,1.52
Tamil Nadu,Tirunelveli,Banana,Zaid,31.89,744.97,30.59,686.84,21.54
Uttar Pradesh,Jhansi,Rice,Kharif,19.73,689.12,44.87,20.02,1.01
Assam,Lakhimpur,Jute,Zaid,23.4,2533.19,19.47,47.02,2.01
Tamil Nadu,Cuddalore,Sugarcane,Zaid,20.88,1021.78,21.06,1295.23,62.04
Bihar,Purnia,Wheat,Rabi,30.26,1184.27,40.09,24.33,0.8
Punjab,Jalandhar,Cotton,Zaid,48.32,429.65,26.65,63.4,1.31
Karnataka,Dakshina Kannada,Coffee,Zaid,45.14,2853.11,28.24,34.76,0.77
Rajasthan,Bikaner,Gram,Zaid,19.5,120.2,5.09,6.05,0.31
Madhya Pradesh,Jabalpur,Gram,Zaid,46.83,1543.14,13.62,23.19,0.5
Andhra Pradesh,Nellore,Groundnut,Rabi,26.2,1133.48,23.44,16.52,0.63
Bihar,Muzaffarpur,Wheat,Zaid,29.89,1480.26,38.01,30.81,1.03
Punjab,Kapurthala,Wheat,Kharif,31.03,870.35,35.81,39.78,1.28
Tamil Nadu,Tirunelveli,Sugarcane,Zaid,13.25,1348.06,33.14,686.68,51.81
Bihar,Gaya,Wheat,Kharif,42.76,1573.83,34.91,45.66,1.07
Madhya Pradesh,Jabalpur,Wheat,Kharif,1.52,971.36,43.14,2.25,1.48
Kerala,Kozhikode,Rice,Rabi,39.11,1759.97,31.28,83.65,2.14
Rajasthan,Kota,Maize,Rabi,41.0,138.86,35.43,65.83,1.61
Rajasthan,Jaipur,Mustard,Kharif,19.78,233.99,41.68,8.43,0.43
Uttar Pradesh,Bareilly,Sugarcane,Zaid,36.27,1116.15,8.69,1826.04,50.35
Odisha,Bhadrak,Turmeric,Kharif,49.52,1413.83,33.09,177.86,3.59
Madhya Pradesh,Gwalior,Cotton,Zaid,41.98,961.09,16.96,45.42,1.08
Andhra Pradesh,West Godavari,Groundnut,Rabi,21.0,865.82,34.78,23.27,1.11
Rajasthan,Ajmer,Wheat,Zaid,47.21,575.44,44.69,61.63,1.31
Punjab,Hoshiarpur,Sugarcane,Zaid,0.73,430.08,30.84,42.15,57.41
Karnataka,Dakshina Kannada,Sugarcane,Kharif,49.53,2371.19,21.04,1553.73,31.37
Telangana,Warangal,Turmeric,Rabi,31.61,735.58,29.21,122.54,3.88
Kerala,Thrissur,Tea,Zaid,41.2,1804.93,34.45,35.37,0.86
Punjab,Sangrur,Cotton,Kharif,3.87,607.82,14.41,4.16,1.07
Gujarat,Kutch,Cotton,Rabi,22.94,426.9,18.87,26.34,1.15
Karnataka,Belgaum,Jowar,Rabi,36.51,1123.48,33.98,14.35,0.39
Haryana,Sonipat,Sugarcane,Kharif,21.12,732.37,41.56,1004.64,47.56
Uttar Pradesh,Kanpur,Wheat,Zaid,42.97,621.76,43.51,84.19,1.96
Rajasthan,Udaipur,Mustard,Rabi,25.86,127.47,13.42,20.34,0.79
Punjab,Sangrur,Maize,Kharif,39.16,769.94,25.82,88.47,2.26
Tamil Nadu,Salem,Cotton,Rabi,48.75,1166.39,21.48,48.14,0.99
Punjab,Ferozepur,Wheat,Rabi,7.11,777.28,3.32,11.49,1.62
Odisha,Ganjam,Rice,Rabi,24.8,1254.61,28.54,60.04,2.42
Kerala,Thrissur,Tea,Rabi,15.45,3334.89,33.22,18.15,1.17
Rajasthan,Bhilwara,Gram,Kharif,10.48,501.44,10.67,6.94,0.66
Bihar,Gaya,Rice,Kharif,10.47,1074.19,16.89,16.44,1.57
Uttar Pradesh,Bareilly,Gram,Zaid,16.94,602.97,29.81,12.07,0.71
Rajasthan,Ajmer,Maize,Zaid,20.36,301.1,27.87,43.76,2.15
Andhra Pradesh,Chittoor,Tobacco,Kharif,7.16,1022.77,34.06,7.92,1.11
Haryana,Rohtak,Wheat,Zaid,37.7,475.77,44.79,61.49,1.63
Karnataka,Mandya,Ragi,Zaid,11.92,2180.01,19.31,10.12,0.85
Maharashtra,Mumbai,Groundnut,Zaid,25.44,2881.33,16.9,17.82,0.7
Madhya Pradesh,Ujjain,Soybean,Rabi,12.69,1056.83,24.57,15.06,1.19
Odisha,Cuttack,Rice,Kharif,42.6,1519.77,37.21,68.89,1.62
Tamil Nadu,Coimbatore,Groundnut,Rabi,37.69,767.29,21.52,37.9,1.01
Kerala,Kozhikode,Coconut,Zaid,10.05,3298.85,26.77,56.13,5.59
Uttar Pradesh,Lucknow,Sugarcane,Rabi,29.47,959.24,29.74,1608.09,54.56
Bihar,Begusarai,Potato,Zaid,17.84,1065.98,22.55,364.89,20.46
Telangana,Nalgonda,Cotton,Rabi,44.46,1058.8,29.17,84.92,1.91
Telangana,Siddipet,Rice,Kharif,25.38,904.11,25.91,39.13,1.54
West Bengal,Bankura,Rice,Rabi,19.11,2089.54,39.84,45.73,2.39
Karnataka,Bangalore Urban,Jowar,Rabi,23.39,1165.59,26.23,12.54,0.54
Gujarat,Bhavnagar,Rice,Rabi,34.21,1408.32,42.49,68.08,1.99
Kerala,Idukki,Coconut,Rabi,12.09,2027.13,29.74,154.14,12.75
Bihar,Purnia,Wheat,Kharif,8.63,1416.86,14.75,16.68,1.93
Karnataka,Bangalore Rural,Sugarcane,Zaid,29.36,1970.05,24.58,1572.52,53.56
Odisha,Kalahandi,Sugarcane,Rabi,43.49,1331.6,30.39,3763.35,86.54
West Bengal,Bardhaman,Mustard,Kharif,46.04,2334.95,39.51,15.71,0.34
Madhya Pradesh,Hoshangabad,Gram,Zaid,45.64,1189.5,21.15,25.05,0.55
Bihar,Darbhanga,Sugarcane,Rabi,27.48,1093.39,37.93,1269.11,46.18
Madhya Pradesh,Ujjain,Soybean,Zaid,33.84,1350.66,41.43,29.43,0.87
Andhra Pradesh,Kurnool,Chilli,Rabi,3.03,985.69,31.72,4.01,1.33
Rajasthan,Nagaur,Maize,Zaid,4.45,276.22,46.24,6.45,1.45
Telangana,Siddipet,Maize,Kharif,25.11,1028.32,31.25,57.31,2.28
Assam,Lakhimpur,Potato,Kharif,36.98,2984.54,32.07,327.28,8.85
Haryana,Sirsa,Sugarcane,Zaid,18.08,441.39,30.18,600.71,33.22
Madhya Pradesh,Satna,Wheat,Kharif,42.98,1483.99,36.57,39.47,0.92
Punjab,Ludhiana,Wheat,Zaid,23.85,834.52,39.91,35.4,1.48
Uttar Pradesh,Varanasi,Wheat,Kharif,6.26,1120.22,7.08,6.84,1.09
Madhya Pradesh,Dewas,Rice,Zaid,15.28,1563.58,31.48,30.52,2.0
Maharashtra,Pune,Jowar,Kharif,36.77,760.78,21.95,16.72,0.45
Rajasthan,Jaipur,Barley,Zaid,23.48,708.19,10.92,50.69,2.16
Assam,Kamrup,Sugarcane,Rabi,20.61,1983.82,14.54,931.58,45.2
Haryana,Ambala,Bajra,Kharif,2.29,704.57,37.24,1.19,0.52
Odisha,Sundargarh,Sesame,Zaid,24.49,1237.71,18.03,3.87,0.16
Madhya Pradesh,Satna,Gram,Rabi,13.07,1144.74,24.68,4.72,0.36
Assam,Dibrugarh,Rice,Rabi,37.59,1568.66,20.24,85.62,2.28
Telangana,Adilabad,Maize,Zaid,48.87,934.34,33.94,98.49,2.02
Uttar Pradesh,Allahabad,Wheat,Kharif,6.26,824.18,27.85,9.56,1.53
Telangana,Adilabad,Rice,Kharif,16.78,827.6,18.48,35.09,2.09
Andhra Pradesh,Chittoor,Tobacco,Rabi,12.65,905.75,36.49,22.27,1.76
Telangana,Sangareddy,Turmeric,Rabi,22.95,1013.36,21.94,86.38,3.76
Assam,Dibrugarh,Banana,Zaid,13.56,2584.42,14.46,225.31,16.61
Karnataka,Mysore,Coffee,Rabi,5.22,2675.09,18.78,4.53,0.87
Kerala,Thiruvananthapuram,Banana,Rabi,9.69,3797.86,26.56,194.76,20.1
Kerala,Kannur,Rubber,Zaid,35.18,1972.0,26.47,53.29,1.51
Kerala,Kannur,Coffee,Rabi,24.52,3588.32,26.17,12.21,0.5
Gujarat,Amreli,Tobacco,Kharif,39.25,889.1,39.74,59.11,1.51
Haryana,Jhajjar,Wheat,Zaid,9.39,712.46,39.51,17.85,1.9
Bihar,Saran,Sugarcane,Rabi,28.97,1051.96,18.23,1532.57,52.9
Odisha,Ganjam,Turmeric,Kharif,33.58,1567.18,39.71,95.01,2.83
Tamil Nadu,Madurai,Coconut,Rabi,26.3,956.97,25.59,185.4,7.05
Gujarat,Rajkot,Tobacco,Kharif,5.3,925.15,25.93,10.61,2.0
Andhra Pradesh,Chittoor,Groundnut,Kharif,39.35,1134.58,23.42,38.64,0.98
Odisha,Kalahandi,Turmeric,Rabi,10.95,1290.16,22.92,69.43,6.34
Gujarat,Mehsana,Bajra,Zaid,38.5,1044.81,29.16,27.77,0.72
West Bengal,Murshidabad,Mustard,Zaid,38.04,1966.76,21.21,20.7,0.54
Telangana,Medak,Rice,Kharif,38.5,1111.41,38.19,51.71,1.34
Telangana,Medak,Maize,Kharif,22.54,834.98,41.56,56.27,2.5
Karnataka,Bellary,Sugarcane,Zaid,45.76,3164.33,33.52,1910.72,41.76
Odisha,Khurda,Rice,Rabi,26.84,1654.08,35.02,51.59,1.92
Andhra Pradesh,Srikakulam,Groundnut,Kharif,42.31,931.83,28.04,56.15,1.33
Andhra Pradesh,Nellore,Chilli,Zaid,45.4,864.7,29.2,107.45,2.37
Rajasthan,Sikar,Mustard,Zaid,24.98,698.28,37.93,15.19,0.61
West Bengal,Malda,Wheat,Rabi,49.09,1904.0,15.76,58.49,1.19
Tamil Nadu,Dindigul,Coconut,Zaid,6.52,944.65,32.57,34.09,5.23
Gujarat,Surat,Bajra,Rabi,4.93,817.24,21.47,2.91,0.59
Tamil Nadu,Erode,Rice,Zaid,15.72,969.5,32.0,40.15,2.55
Madhya Pradesh,Indore,Wheat,Rabi,49.49,918.64,26.49,77.27,1.56
West Bengal,Midnapore,Mustard,Zaid,11.51,1912.57,35.27,2.64,0.23
Haryana,Sonipat,Sugarcane,Kharif,29.59,637.65,38.59,1616.13,54.61
Madhya Pradesh,Hoshangabad,Gram,Rabi,12.65,895.04,15.76,7.48,0.59
Punjab,Ferozepur,Sugarcane,Zaid,18.38,610.39,13.75,575.57,31.32
Rajasthan,Alwar,Maize,Rabi,22.65,732.86,8.89,32.74,1.45
Assam,Tinsukia,Banana,Zaid,45.3,2965.38,32.22,827.78,18.27
Madhya Pradesh,Bhopal,Wheat,Rabi,30.74,1151.52,30.91,29.32,0.95
Gujarat,Banaskantha,Groundnut,Kharif,27.96,1110.63,38.22,23.57,0.84
Tamil Nadu,Nagapattinam,Cotton,Kharif,25.79,1109.31,36.06,37.22,1.44
Bihar,Gaya,Lentil,Zaid,29.27,1199.52,23.22,7.56,0.26
Odisha,Kendrapara,Rice,Kharif,27.84,1496.98,27.97,57.02,2.05
Gujarat,Vadodara,Cotton,Rabi,34.13,808.3,28.99,69.19,2.03
Gujarat,Ahmedabad,Groundnut,Zaid,1.18,1066.52,42.43,0.99,0.84
Tamil Nadu,Chennai,Rice,Zaid,49.56,1127.02,20.94,79.82,1.61
Andhra Pradesh,East Godavari,Tobacco,Zaid,9.02,672.17,24.59,16.67,1.85
Maharashtra,Sangli,Sugarcane,Kharif,17.46,2577.6,40.35,751.51,43.04
Punjab,Gurdaspur,Wheat,Kharif,17.33,643.5,11.54,55.4,3.2
Gujarat,Kutch,Wheat,Rabi,46.39,1378.81,41.94,47.22,1.02
Telangana,Hyderabad,Maize,Rabi,20.53,982.09,24.52,57.79,2.81
Madhya Pradesh,Satna,Rice,Kharif,18.74,1242.61,36.15,33.9,1.81
Andhra Pradesh,West Godavari,Cotton,Zaid,13.84,988.31,36.13,19.3,1.4
Maharashtra,Ratnagiri,Cotton,Zaid,43.77,1722.66,22.49,31.06,0.71
Karnataka,Bellary,Ragi,Rabi,23.2,1198.97,32.6,25.67,1.11
Karnataka,Bangalore Urban,Rice,Kharif,25.26,1060.56,20.06,42.31,1.67
Rajasthan,Bikaner,Bajra,Rabi,46.09,378.45,42.42,35.53,0.77
Punjab,Moga,Cotton,Rabi,46.91,417.43,12.5,39.19,0.84
West Bengal,Hooghly,Potato,Kharif,41.08,1318.49,38.67,366.94,8.93
Kerala,Thiruvananthapuram,Coconut,Zaid,45.98,2959.03,30.66,394.42,8.58
Assam,Sivasagar,Sugarcane,Rabi,34.88,2401.39,18.61,895.18,25.66
Andhra Pradesh,Prakasam,Sugarcane,Kharif,30.64,977.99,31.49,2110.11,68.88
Maharashtra,Ratnagiri,Cotton,Kharif,15.78,2914.88,24.41,10.14,0.64
Tamil Nadu,Kancheepuram,Sugarcane,Kharif,42.97,671.42,26.66,2498.24,58.14
Madhya Pradesh,Chhindwara,Rice,Zaid,42.77,1167.79,14.83,64.15,1.5
Assam,Sivasagar,Tea,Kharif,15.8,2828.43,30.04,19.41,1.23
Madhya Pradesh,Ujjain,Wheat,Kharif,28.34,1562.95,36.71,22.68,0.8
Maharashtra,Ahmednagar,Jowar,Rabi,9.48,993.22,28.19,3.45,0.36
Punjab,Sangrur,Potato,Rabi,49.12,569.41,20.75,1166.21,23.74
Rajasthan,Bikaner,Mustard,Kharif,39.98,341.12,20.96,42.77,1.07
Kerala,Palakkad,Coconut,Zaid,42.21,2919.19,24.8,253.33,6.0
Punjab,Hoshiarpur,Wheat,Zaid,9.1,732.29,5.39,21.38,2.35
Bihar,Gaya,Rice,Zaid,48.49,1260.04,11.94,79.45,1.64
Kerala,Ernakulam,Rubber,Zaid,24.67,3807.23,28.95,22.85,0.93
Odisha,Mayurbhanj,Rice,Rabi,5.89,1570.22,27.23,16.57,2.81
Tamil Nadu,Madurai,Cotton,Zaid,9.92,668.16,20.63,9.69,0.98
Andhra Pradesh,Srikakulam,Chilli,Zaid,6.67,1114.66,29.27,13.37,2.0
Uttar Pradesh,Jhansi,Sugarcane,Kharif,7.62,855.79,9.5,291.8,38.3
Karnataka,Bellary,Ragi,Zaid,39.26,2435.01,30.62,27.33,0.7
Maharashtra,Pune,Groundnut,Kharif,12.25,1018.94,22.63,10.7,0.87
Haryana,Ambala,Sugarcane,Rabi,32.0,500.53,6.88,1116.86,34.91
Gujarat,Banaskantha,Wheat,Kharif,38.47,1058.71,34.86,40.79,1.06
Uttar Pradesh,Kanpur,Rice,Zaid,7.3,776.2,17.15,9.69,1.33
West Bengal,Howrah,Potato,Kharif,28.86,2031.75,12.28,342.53,11.87
Kerala,Kannur,Coconut,Kharif,42.87,2064.97,35.09,374.01,8.72
West Bengal,Malda,Wheat,Zaid,33.35,1780.59,25.26,38.7,1.16
West Bengal,Darjeeling,Jute,Kharif,44.71,1982.7,23.71,76.22,1.7
Gujarat,Valsad,Wheat,Zaid,41.86,918.44,15.07,94.98,2.27
Telangana,Medak,Rice,Zaid,3.72,872.16,39.98,5.28,1.42
Haryana,Sonipat,Cotton,Rabi,24.32,766.24,22.09,44.0,1.81
Madhya Pradesh,Gwalior,Soybean,Kharif,39.82,1225.21,20.51,40.96,1.03
Andhra Pradesh,West Godavari,Cotton,Zaid,2.93,1174.81,33.15,4.74,1.62
Telangana,Adilabad,Cotton,Zaid,42.06,1057.98,21.6,48.91,1.16
Punjab,Bathinda,Wheat,Zaid,17.92,575.24,42.07,25.56,1.43
West Bengal,Bankura,Jute,Rabi,46.41,1885.67,21.04,122.5,2.64
Madhya Pradesh,Hoshangabad,Cotton,Kharif,34.75,1117.05,20.15,35.79,1.03
Maharashtra,Nagpur,Groundnut,Zaid,33.4,1949.7,16.64,20.69,0.62
Kerala,Palakkad,Coconut,Rabi,5.93,3913.98,27.2,24.41,4.12
Andhra Pradesh,West Godavari,Groundnut,Kharif,36.49,623.46,25.27,43.44,1.19
Bihar,Munger,Maize,Kharif,1.98,1352.61,37.72,3.05,1.54
Tamil Nadu,Erode,Banana,Zaid,40.5,1033.12,24.78,1324.38,32.7
Madhya Pradesh,Gwalior,Cotton,Kharif,5.08,1572.57,32.47,4.44,0.88
Gujarat,Junagadh,Groundnut,Zaid,29.85,1390.13,27.36,26.66,0.89
Punjab,Ludhiana,Wheat,Rabi,19.99,765.56,32.45,35.63,1.78
Bihar,Purnia,Lentil,Zaid,13.43,1320.2,32.66,4.62,0.34
Maharashtra,Thane,Soybean,Zaid,8.9,2669.98,22.9,5.51,0.62
Odisha,Cuttack,Jute,Zaid,0.94,1355.17,20.53,1.3,1.39
Andhra Pradesh,Anantapur,Sugarcane,Zaid,48.53,906.04,33.15,2073.44,42.73
Assam,Darrang,Jute,Kharif,14.88,1949.16,33.25,27.04,1.82
Madhya Pradesh,Ujjain,Cotton,Kharif,22.66,1599.75,41.16,17.07,0.75
Maharashtra,Kolhapur,Cotton,Zaid,34.17,2317.93,29.8,37.37,1.09
Maharashtra,Nagpur,Sugarcane,Kharif,12.22,2496.08,32.01,636.62,52.1
Uttar Pradesh,Gorakhpur,Sugarcane,Kharif,34.88,748.4,41.54,2017.19,57.83
Karnataka,Belgaum,Rice,Zaid,27.43,3364.46,18.05,25.54,0.93
Haryana,Jhajjar,Bajra,Kharif,18.06,521.68,8.23,14.34,0.79
Karnataka,Dakshina Kannada,Coffee,Zaid,3.05,590.83,30.11,1.46,0.48
Tamil Nadu,Chennai,Groundnut,Rabi,49.12,873.6,35.96,60.32,1.23
Kerala,Kasaragod,Coffee,Rabi,31.45,1657.66,30.77,28.2,0.9
Karnataka,Bangalore Urban,Cotton,Rabi,9.74,2556.71,25.43,6.35,0.65
Gujarat,Ahmedabad,Cotton,Zaid,11.85,426.22,40.49,18.24,1.54
Punjab,Ferozepur,Cotton,Kharif,24.13,460.23,28.34,23.64,0.98
